,clockTime,sprite,x,y,touching,block,keysDown,variables,stageVariables
816,3.229,Bowl,-110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 13, 'Zeit': 27}"
817,3.229,Bowl,-120,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'Punkte': 13, 'Zeit': 27}"
818,3.229,Bowl,-120,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 13, 'Zeit': 27}"
819,3.261,Bananas,-153,-19,[],looks_show,['Left'],{},"{'Punkte': 13, 'Zeit': 27}"
820,3.261,Bananas,-153,-26,[],motion_changeyby{math_number(NUM:-7)},['Left'],{},"{'Punkte': 13, 'Zeit': 27}"
821,3.261,Bananas,-153,-26,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 13, 'Zeit': 27}"
822,3.262,Bananas,-153,-26,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 13, 'Zeit': 27}"
823,3.262,Apple,218,-35,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'Punkte': 13, 'Zeit': 27}"
824,3.262,Apple,218,-35,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 13, 'Zeit': 27}"
825,3.262,Apple,218,-35,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 13, 'Zeit': 27}"
826,3.263,Bowl,-120,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 13, 'Zeit': 27}"
827,3.263,Bowl,-130,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'Punkte': 13, 'Zeit': 27}"
828,3.263,Bowl,-130,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 13, 'Zeit': 27}"
829,3.294,Bananas,-153,-26,[],looks_show,['Left'],{},"{'Punkte': 13, 'Zeit': 27}"
830,3.295,Bananas,-153,-33,[],motion_changeyby{math_number(NUM:-7)},['Left'],{},"{'Punkte': 13, 'Zeit': 27}"
